Forecast_Return,Sentiment,Volatility,Max_Drawdown,Beta,Forecast_Signal,Sentiment_Signal,Risk_Signal,Composite_Score,Recommendation,Date,Actual_Return,Ticker,Strategy_Return,Strategy_Equity,BuyHold_Equity
-0.010150462,0.0,0.22544717403278106,-0.16606668020066495,0.9454887642425359,0.971968255913878,0.0,0.15,0.455984127956939,BUY,2024-09-13,-0.0277751730333996,AAPL,-0.0277751730333996,0.9526401656606207,0.9626202535762398
-0.009863229,0.0,0.22843355416294936,-0.16606668020066495,0.9322150272118874,0.9983013786767192,0.0,0.1714910692165779,0.46485247549504405,BUY,2024-09-16,0.0021726078428261,AAPL,0.0021726078428261,0.9547098791559262,0.9647116498888229
-0.011656482,0.0,0.22727873951851355,-0.16606668020066495,0.9289322189398518,0.8338984326578653,0.0,0.163180606256697,0.38431309507759326,BUY,2024-09-17,0.0179897550591263,AAPL,0.0179897550591263,0.9718848760344695,0.9820665761730084
-0.0040837754,0.0,0.22993945557599593,-0.16606668020066495,0.9207065320928566,1.0,0.0,0.182328079272395,0.463534384145521,BUY,2024-09-18,0.0370655523791276,AAPL,0.0370655523791276,1.0079083258136072,1.0184674162919396
-0.00072186615,0.0,0.24139807916041495,-0.16606668020066495,0.9739817730231957,1.0,0.0,0.3424436047149134,0.4315112790570173,BUY,2024-09-19,-0.0029274356960798,AAPL,-0.0029274356960798,1.0049577390022444,1.0154859184221925
0.0034941863,0.0,0.23850910738339118,-0.16606668020066495,0.9724303327506246,1.0,0.0,0.3193921085221024,0.4361215782955795,BUY,2024-09-20,-0.0075810208284562,AAPL,-0.0075810208284562,0.9973391334511501,1.00778749852363
0.0036576358,0.0,0.23912187195910137,-0.16606668020066495,0.9688433374807618,1.0,0.0,0.3185733022639693,0.43628533954720616,BUY,2024-09-23,0.0039740979095321,AAPL,0.0039740979095321,1.0013026568164929,1.0117925447147653
0.00013320579,0.0,0.23644149593524402,-0.16606668020066495,0.9592550702742324,0.8004155182827744,0.0,0.2853082849568631,0.34314610215001456,BUY,2024-09-24,-0.0043982983095834,AAPL,-0.0043982983095834,0.9968986290336356,1.0073423792756973
0.001840355,0.0,0.2295461891554957,-0.16606668020066495,0.9528399425027996,0.8970894455064904,0.0,0.2263363408875334,0.4032774545757385,BUY,2024-09-25,0.0050803031556361,AAPL,0.0050803031556361,1.0019631762845644,1.0124599839439377
0.0027988185,0.0,0.22747989235581184,-0.16606668020066495,0.9445840801775363,0.9513661485051628,0.0,0.19943260125492013,0.43579655400159734,BUY,2024-09-26,0.0011865784760101,AAPL,0.0011865784760101,1.0031520842232984,1.013661347168707
0.004995653,0.0,0.22722999202737945,-0.16606668020066495,0.9431041003244731,1.0,0.0,0.19547697790184249,0.4609046044196315,BUY,2024-09-27,0.0228720802993664,AAPL,0.0228720802993664,1.0260962592461305,1.0368458908975138
0.0048694424,0.0,0.22773887566592577,-0.16606668020066495,0.9412920419025343,0.9931137245174984,0.0,0.1964977929746034,0.4572573036638285,BUY,2024-09-30,-0.0291415718144869,AAPL,-0.0291415718144869,0.9961942014187329,1.0066305719073683
0.003916365,0.0,0.23537898430203713,-0.16606668020066495,0.9720850687558827,0.9411121213831639,0.0,0.2963633489419157,0.4112833909031988,BUY,2024-10-01,0.0025197397753966,AAPL,0.0025197397753966,0.9987043515720673,1.0091670189985336
0.0047044265,0.0,0.23530728183631922,-0.16606668020066495,0.9717873965464829,0.9841101626424029,0.0,0.29541345871931435,0.4329723895773386,BUY,2024-10-02,-0.0048947144167568,AAPL,-0.0048947144167568,0.9938159789843497,1.004227434641726
0.0057437485,0.0,0.23220562221058882,-0.16606668020066495,0.9578517058362279,1.0,0.0,0.25277983475977356,0.44944403304804526,BUY,2024-10-03,0.0050074259466115,AAPL,0.0050074259466115,0.9987924389036731,1.00925602915425
0.006948534,0.0,0.22751843704123956,-0.16606668020066495,0.9328317588791218,1.0,0.0,0.18257954695173856,0.4634840906096523,BUY,2024-10-04,-0.0225309458584855,AAPL,-0.0225309458584855,0.9762887005388697,0.9865165362040256
0.007470594,0.0,0.23051004650525406,-0.16606668020066495,0.9464314814615781,1.0,0.0,0.223931495875774,0.4552137008248452,BUY,2024-10-07,0.0184041002355055,AAPL,0.0184041002355055,0.9942564156423785,1.0046724854203082
0.008189144,0.0,0.23106604530516767,-0.16606668020066495,0.9553354789309436,1.0,0.0,0.24091132172504662,0.45181773565499067,BUY,2024-10-08,0.0166985419861098,AAPL,0.0166985419861098,1.010859048143942,1.0214490511003886
0.009836056,0.0,0.23370224250655866,-0.16606668020066495,0.9697513414333396,1.0,0.0,0.2808952188016589,0.4438209562396682,BUY,2024-10-09,-0.0021783254705282,AAPL,-0.0021783254705282,1.008657068132256,1.0192240026155297
0.011084707,0.0,0.22785024578570268,-0.16606668020066495,0.9435519879733596,1.0,0.0,0.20059339844974766,0.45988132031005047,BUY,2024-10-10,-0.0065053084329855,AAPL,-0.0065053084329855,1.0020954428009448,1.0125936361162138
0.012514007,0.0,0.22419960990384508,-0.16606668020066495,0.9158394660626917,1.0,0.0,0.15,0.47,BUY,2024-10-11,0.0164797417757487,AAPL,0.0164797417757487,1.0186097169329589,1.0292809177631754
0.014232725,0.0,0.2266190456106783,-0.16606668020066495,0.93644002654098,1.0,0.0,0.1963630531659404,0.4607273893668119,BUY,2024-10-14,0.0110246811539491,AAPL,0.0110246811539491,1.0298395642824592,1.0406284116993587
0.012592686,0.0,0.22756478941705482,-0.16606668020066495,0.9294572387889036,0.9285273397669545,0.0,0.19307643466441832,0.42564838295059354,BUY,2024-10-15,-0.0088519518035252,AAPL,-0.0088519518035252,1.0207234740940674,1.031416819153617
0.012528327,0.0,0.22827792553825843,-0.16606668020066495,0.9236552453003106,0.9257225839410634,0.0,0.18983402344542377,0.42489448728144696,BUY,2024-10-16,0.001596397219316,AAPL,0.001596397219316,1.0223529542098018,1.0330633700956697
0.013561654,0.0,0.21992040262257537,-0.16606668020066495,0.8916897425646294,0.9707548237723309,0.0,0.15,0.45537741188616543,BUY,2024-10-17,0.0122764708938938,AAPL,0.0122764708938938,1.0349038404954447,1.045745742490197
0.014563621,0.0,0.22073890328655324,-0.16606668020066495,0.895475506621502,1.0,0.0,0.160193876629487,0.4679612246741026,BUY,2024-10-18,0.0062979618868219,AAPL,0.0062979618868219,1.0414216254394106,1.0523318093197067
0.010919221,0.0,0.2209620139445031,-0.16606668020066495,0.905470596142922,0.8423145237241161,0.0,0.17442309582732027,0.386272642696594,BUY,2024-10-21,-0.0026217054228259,AAPL,-0.0026217054228259,1.038691324716548,1.049572905308601
0.010740084,0.0,0.22112138122122385,-0.16606668020066495,0.906267753688426,0.8345636447965468,0.0,0.17648461682905414,0.3819848990324626,BUY,2024-10-22,-0.0216231347312113,AAPL,-0.0216231347312113,1.0162315622580618,1.0268778489668842
0.0117100235,0.0,0.226082571435071,-0.16606668020066495,0.9391555366641179,0.8765308745233313,0.0,0.2509727504753757,0.38807088716659055,BUY,2024-10-23,-0.0008231968415272,AAPL,-0.0008231968415272,1.0153950036457506,1.0260325263649803
0.013712659,0.0,0.22422001599056035,-0.16606668020066495,0.9379264835113634,0.9631806749361547,0.0,0.2372112111573387,0.4341480952366096,BUY,2024-10-24,0.0036430412187105,AAPL,0.0036430412187105,1.0190941294973048,1.0297704051502656
0.012933747,0.0,0.2213001562301264,-0.16606668020066495,0.9256965527620896,0.9294788009110746,0.0,0.2024753084198857,0.42424433877156015,BUY,2024-10-25,0.0085994736392074,AAPL,0.0085994736392074,1.027857802599788,1.0386258886037913
0.015374625,0.0,0.22152164895158985,-0.16606668020066495,1.0279132755166842,1.0,0.0,0.33450813639585025,0.43309837272082996,BUY,2024-10-28,0.0011568829989752,AAPL,0.0011568829989752,1.0290469138169798,1.0398274572366126
0.014091708,0.0,0.19628115968959386,-0.16606668020066495,0.8810968852574326,0.9454480222193566,0.0,0.15,0.4427240111096783,BUY,2024-10-29,-0.015278046835276,AAPL,-0.015278046835276,1.0133250868719876,1.0239409246443456
0.01442816,0.0,0.1980065168655438,-0.16606668020066495,0.9433737658245299,0.9597545767573767,0.0,0.23426884810522333,0.4330235187576437,BUY,2024-10-30,-0.0182094178338443,AAPL,-0.0182094178338443,0.994873026963619,1.0052955565103239
0.013857288,0.0,0.20092720271774264,-0.16606668020066495,0.9935983296443672,0.9354800549764732,0.0,0.3094469690892088,0.40585063367039487,BUY,2024-10-31,-0.0132796255548389,AAPL,-0.0132796255548389,0.981661485690933,0.9919456079479234
0.017312696,0.0,0.2005480402916952,-0.16606668020066495,1.017167633132776,1.0,0.0,0.3364678697874065,0.4327064260425187,BUY,2024-11-01,-0.004037497308013,AAPL,-0.004037497308013,0.9776980300850759,0.9879406302261384
0.017024903,0.0,0.19896499340713275,-0.16606668020066495,1.0084984512255348,0.9882468073664497,0.0,0.31839926411842046,0.4304435508595407,BUY,2024-11-04,0.0064861281977126,AAPL,0.0064861281977126,0.9840395048468589,0.9943485398055142
0.017305475,0.0,0.1988782297922171,-0.16606668020066495,0.9954316612859528,0.999705101222035,0.0,0.3020172759339862,0.4394490954242203,BUY,2024-11-05,-0.0032669227514342,AAPL,-0.0032669227514342,0.9808247238001646,0.9911000799379681
0.01826348,0.0,0.1959527910716878,-0.16606668020066495,0.8248135739265936,1.0,0.0,0.15,0.47,BUY,2024-11-06,0.021372093619308,AAPL,0.021372093619308,1.0017870016213537,1.012281963632506
0.018830637,0.0,0.20068326483836454,-0.16606668020066495,0.8488340668100551,1.0,0.0,0.1961251689030032,0.46077496621939934,BUY,2024-11-07,-0.0011882075591024,AAPL,-0.0011882075591024,1.0005966707334166,1.0110791625513749
0.01739352,0.0,0.1988619301400936,-0.16606668020066495,0.844045571269055,0.9430739659125584,0.0,0.18280065130397957,0.4349768526954833,BUY,2024-11-08,-0.0120286015596923,AAPL,-0.0120286015596923,0.9885608920592097,0.998917294159737
0.014620686,0.0,0.2000787284879025,-0.16606668020066495,0.8442642023192126,0.8332384808387499,0.0,0.1887389028497289,0.37887145984942916,BUY,2024-11-11,0.0,AAPL,0.0,0.9885608920592097,0.998917294159737
0.012762481,0.0,0.20007387095588844,-0.16606668020066495,0.8583118336747841,0.7596326149479042,0.0,0.20268418453095827,0.3392794705677605,BUY,2024-11-12,0.0039691521065285,AAPL,0.0039691521065285,0.9924846406063583,1.002882148842099
0.009329293,0.0,0.20016203497442372,-0.16606668020066495,0.861712386842358,0.6236396671805373,0.0,0.20647999903515618,0.2705238337832374,BUY,2024-11-13,0.013770510874832,AAPL,0.013770510874832,1.006151661142932,1.0166923483789039
0.009699948,0.0,0.20213865708267842,-0.16606668020066495,0.8271188131313058,0.6383217836433448,0.0,0.18137544974190245,0.28288580187329193,BUY,2024-11-14,-0.0141091563343414,AAPL,-0.0141091563343414,0.9919557100598091,1.0023476770916973
0.007449113,0.0,0.20353878805228764,-0.16606668020066495,0.8359021735235481,0.5491633435614263,0.0,0.1966919034553479,0.23524329108964354,BUY,2024-11-15,0.0134222370194658,AAPL,0.0134222370194658,1.0052699747130445,1.015801425189533
0.007465165,0.0,0.2043064977721325,-0.16606668020066495,0.8411493440912738,0.5497991837186103,0.0,0.20551881233078456,0.23379582939314822,BUY,2024-11-18,0.0011400757731807,AAPL,0.0011400757731807,1.0064160586567208,1.0169595157847542
0.0016409253,0.0,0.204297978240682,-0.16606668020066495,0.8447312918364192,0.31909363386036604,0.0,0.20904043058214516,0.117738730813754,HOLD,2024-11-19,0.0031540917956716,AAPL,0.0,1.0064160586567208,1.0201670994500212
0.003741499,0.0,0.20425777210210244,-0.16606668020066495,0.8433176251433766,0.4023000325386805,0.0,0.207445733629131,0.15966086954351405,HOLD,2024-11-20,-0.002096027032104,AAPL,0.0,1.0064160586567208,1.0180288016323107
0.0034768954,0.0,0.20380594560188892,-0.16606668020066495,0.8342210716701032,0.3918187470530452,0.0,0.1962763757906715,0.15665409836838828,HOLD,2024-11-21,0.0059075675121988,AAPL,0.0,1.0064160586567208,1.0240428755073165
0.005857559,0.0,0.2019708174944848,-0.16606668020066495,0.8412559641628548,0.48611986327693724,0.0,0.19464347347862268,0.20413123694274407,BUY,2024-11-22,0.0130508217214999,AAPL,0.0130508217214999,1.0195506152159044,1.0374074765107346
0.005082058,0.0,0.20355649885939286,-0.16606668020066495,0.8751233560329116,0.45540128130981494,0.0,0.23577435681709696,0.18054576929148808,HOLD,2024-11-25,0.0094044027837931,AAPL,0.0,1.0195506152159044,1.04716367427076
0.011231234,0.0,0.19605602492963883,-0.16606668020066495,0.8233202515629884,0.6989779717154516,0.0,0.15048536081684086,0.31939191369435765,BUY,2024-11-26,-0.0005530961878666,AAPL,-0.0005530961878666,1.0189867056572914,1.0465844920344485
0.011037596,0.0,0.19506215081904515,-0.16606668020066495,0.8120683129210308,0.6913077239982344,0.0,0.15,0.31565386199911716,BUY,2024-11-27,0.0102158622140213,AAPL,0.0102158622140213,1.029396533440206,1.057276255000404
0.009994527,0.0,0.19559573703385613,-0.16606668020066495,0.8327921327554494,0.6499904328872439,0.0,0.17225400684332765,0.29054441507495643,BUY,2024-11-29,0.0095225889494992,AAPL,0.0095225889494992,1.0391990534941964,1.0673442621828388
0.010219581,0.0,0.19557336488237315,-0.16606668020066495,0.8849387921535626,0.6589051083628765,0.0,0.22189979316485253,0.28507259554846776,BUY,2024-12-02,0.0127717980327086,AAPL,0.0127717980327086,1.0524714939212063,1.0809761675308085
0.011976678,0.0,0.19692773671188984,-0.16606668020066495,0.9139733453116294,0.7285059576444182,0.0,0.25590155186832336,0.3130726684485444,BUY,2024-12-03,0.0014835564157449,AAPL,0.0014835564157449,1.0540328947584017,1.0825798566594163
0.013550213,0.0,0.1966206587945662,-0.16606668020066495,0.9152485060601298,0.7908356823973661,0.0,0.25568931348467117,0.34427997850174885,BUY,2024-12-04,0.000123520348918,AAPL,0.000123520348918,1.0541630892693334,1.0827135773010426
0.014063313,0.0,0.19557084706725572,-0.16606668020066495,0.907459178776737,0.8111602266691731,0.0,0.2433733767483282,0.3569054379849209,BUY,2024-12-05,-0.0008229246195863,AAPL,-0.0008229246195863,1.0532955925101146,1.0818225856423211
0.011454044,0.0,0.1956199404722971,-0.16606668020066495,0.9210331465391625,0.7078037594940547,0.0,0.2565518788195093,0.3025915039831255,BUY,2024-12-06,0.0161012272074227,AAPL,0.0161012272074227,1.070254944161697,1.0992412568918697
0.0087143155,0.0,0.1977885500468564,-0.16606668020066495,0.8715887703527927,0.5992796254247097,0.0,0.21947030998555564,0.25574575071524375,BUY,2024-12-09,0.004133669430149,AAPL,0.004133669430149,1.0746790243068443,1.1037851568718422
0.005518555,0.0,0.1879616629691511,-0.16606668020066495,0.8633559953175193,0.47269148322174415,0.0,0.19893038428694348,0.19655966475348338,HOLD,2024-12-10,-0.0051660379266248,AAPL,0.0,1.0746790243068443,1.0980829608885967
0.0019310146,0.0,0.18859224458692403,-0.16606668020066495,0.8296796636178247,0.3305844403710414,0.0,0.16951205667305605,0.13138980885090948,HOLD,2024-12-11,0.0059636788184553,AAPL,0.0,1.0746790243068443,1.1046315749833548
-0.0012104706,0.0,0.1858909039510518,-0.16606668020066495,0.8361330504012521,0.20614621190363525,0.0,0.17295866761084647,0.06848137242964833,HOLD,2024-12-12,0.0006857276600644,AAPL,0.0,1.0746790243068443,1.1053890514085014
-0.0044171284,0.0,0.170955845879514,-0.16606668020066495,0.6972957194638122,0.07912641377337848,0.0,0.15,0.00956320688668924,HOLD,2024-12-13,0.0117276139117916,AAPL,0.0,1.0746790243068443,1.118352627425742
-0.006731484,0.0,0.17199797853406598,-0.16606668020066495,0.7035440898214067,-0.012548158148087296,0.0,0.15815418555593286,-0.037904916185230224,HOLD,2024-12-16,0.0097195821331506,AAPL,0.0,1.0746790243068443,1.1292225476418314
-0.007688869,0.0,0.17167882011496624,-0.16606668020066495,0.6892610361988667,-0.050471396927397105,0.0,0.15262720648378802,-0.05576113976045616,HOLD,2024-12-17,-0.0214217717515604,AAPL,0.0,1.0746790243068443,1.1050325999695325
-0.007316565,0.0,0.17816992722547656,-0.16606668020066495,0.7093869269998352,-0.03572396147510559,0.0,0.19002333228989304,-0.05586664719553141,HOLD,2024-12-18,0.0070146484149906,AAPL,0.0,1.0746790243068443,1.1127840151454218
-0.0062410324,0.0,0.178082542458079,-0.16606668020066495,0.7040691892444144,0.006879254164090742,0.0,0.18605733782901027,-0.033771840483756685,HOLD,2024-12-19,0.0188157437959217,AAPL,0.0,1.0746790243068443,1.1337218740745951
-0.0032977294,0.0,0.18138286680595792,-0.16606668020066495,0.7316619210001067,0.12346723336666687,0.0,0.21698144738103742,0.01833732720712595,HOLD,2024-12-20,0.0030650268723577,AAPL,0.0,1.0746790243068443,1.1371967620844137
-0.0021048402,0.0,0.1813898833663109,-0.16606668020066495,0.724963064408106,0.1707190933486593,0.0,0.21241092446214854,0.04287736178189994,HOLD,2024-12-23,0.0114781016667986,AAPL,0.0,1.0746790243068443,1.1502496221347729
-0.002900628,0.0,0.17724096785166388,-0.16606668020066495,0.7134610455821269,0.13919692540466433,0.0,0.1894428122481521,0.03170990025270174,HOLD,2024-12-24,0.0031755741040111,AAPL,0.0,1.0746790243068443,1.1539023250479727
-0.0018159867,0.0,0.1651087391565444,-0.16606668020066495,0.6443360352533515,0.18216094824793094,0.0,0.15,0.06108047412396547,HOLD,2024-12-26,-0.0132421082987247,AAPL,0.0,1.0746790243068443,1.1386222254935372
-0.0012920987,0.0,0.16816357346215,-0.16606668020066495,0.6694056574648691,0.2029128189348699,0.0,0.17613849632327908,0.06622871020277912,HOLD,2024-12-27,-0.0132633475494963,AAPL,0.0,1.0746790243068443,1.1235202831892355
3.7845806e-05,0.0,0.1705020278688083,-0.16606668020066495,0.6887821535899128,0.2555936140844377,0.0,0.19626297862756775,0.0885442113167053,HOLD,2024-12-30,-0.0070578529057478,AAPL,0.0,1.0746790243068443,1.1155906422938617
-0.0022583203,0.0,0.1713624712042708,-0.16606668020066495,0.7017501127496019,0.16463955117892382,0.0,0.20730026186177453,0.040859723217107,HOLD,2024-12-31,-0.0262359002497041,AAPL,0.0,1.0746790243068443,1.0863221174831366
-0.0018871314,0.0,0.1737542272411497,-0.16606668020066495,0.6739998469734674,0.1793428161004853,0.0,0.1982879258951126,0.05001382287122013,HOLD,2025-01-02,-0.0020094774829104,AAPL,0.0,1.0746790243068443,1.0841391776488667
-0.005589888,0.0,0.17035852729752574,-0.16606668020066495,0.6106062479005251,0.03267191287611371,0.0,0.1681148852981282,-0.01728702062156879,HOLD,2025-01-03,0.0067389443457324,AAPL,0.0,1.0746790243068443,1.0914451312300706
-0.008244667,0.0,0.1677223684701189,-0.16606668020066495,0.5938104373879134,-0.07248726334170563,0.0,0.15901857255107774,-0.06804734618106836,HOLD,2025-01-06,-0.0113877499758791,AAPL,0.0,1.0746790243068443,1.079016026963232
-0.012635698,0.0,0.16955725177565323,-0.16606668020066495,0.6094137689820093,-0.2464215918515016,0.0,0.17413713914998208,-0.15803822375574722,HOLD,2025-01-07,0.0020230203355389,AAPL,0.0,1.0746790243068443,1.081198898328151
-0.018544132,0.0,0.1688427151482937,-0.16606668020066495,0.6258697068796915,-0.4804621851277613,0.0,0.18093884513560496,-0.27641886159100165,SELL,2025-01-08,-0.0241037437105752,AAPL,0.0241037437105752,1.1005828120798673,1.055137957182693
-0.021282896,0.0,0.1735237183099037,-0.16606668020066495,0.6639961466563655,-0.5889481141241184,0.0,0.21856226736360881,-0.338186510534781,SELL,2025-01-10,-0.0103442039577376,AAPL,0.0103442039577376,1.1119674651604017,1.0442233949500448
-0.028667958,0.0,0.1734996583145818,-0.16606668020066495,0.6897872705505924,-0.8814798225026771,0.0,0.23300370569242151,-0.4873406523898228,SELL,2025-01-13,-0.0047780595596567,AAPL,0.0047780595596567,1.1172805119373386,1.0392340333753864
-0.031733543,0.0,0.17279968548584004,-0.16606668020066495,0.7024892763429235,-1.0,0.0,0.23774161117416304,-0.5475483222348326,SELL,2025-01-14,0.0196758604227633,AAPL,-0.0196758604227633,1.095297056531386,1.059681857162666
-0.032975454,0.0,0.17734332675433165,-0.16606668020066495,0.7306502051670571,-1.0,0.0,0.2692789031327204,-0.5538557806265441,SELL,2025-01-15,-0.040400128373346,AAPL,0.040400128373346,1.1395471982222019,1.0168705740983888
-0.02604806,0.0,0.19442027895435016,-0.16606668020066495,0.7442288840553571,-0.7325644970974552,0.0,0.3358514569849973,-0.4334525399457271,SELL,2025-01-16,0.0075351458451491,AAPL,-0.0075351458451491,1.1309605438861665,1.0245328421798607
-0.02176095,0.0,0.19461854842454315,-0.16606668020066495,0.7499730999419979,-0.5670584758074104,0.0,0.3397705014342165,-0.3514833381905485,SELL,2025-01-17,-0.0319157858662806,AAPL,0.0319157858662806,1.1670560384280497,0.9918340713758764
-0.017110327,0.0,0.20504543419771368,-0.16606668020066495,0.679693906853346,-0.3875188537193436,0.0,0.3361712062784383,-0.26099366811535946,SELL,2025-01-21,0.0053450234853955,AAPL,-0.0053450234853955,1.1608180964938792,0.9971354477809959
-0.013701905,0.0,0.20078582097526632,-0.16606668020066495,0.6500963005397801,-0.2559350212313837,0.0,0.3048049042641538,-0.18892849146852259,HOLD,2025-01-22,-0.0007595838233229,AAPL,0.0,1.1608180964938792,0.9963780398251997
-0.009763744,0.0,0.20078530475799114,-0.16606668020066495,0.6471695376616164,-0.10390035025032074,0.0,0.3031548951394837,-0.11258115415305711,HOLD,2025-01-23,-0.0039345318528307,AAPL,0.0,1.1608180964938792,0.9924577586900465
-0.0064696367,0.0,0.20073262273029968,-0.16606668020066495,0.6493719530476921,0.02327030618851378,0.0,0.3042134171661281,-0.049207530338968734,HOLD,2025-01-24,0.0317802374900999,AAPL,0.0,1.1608180964938792,1.0239983019601084
-0.008416547,0.0,0.21061665890711193,-0.16606668020066495,0.5066934565438193,-0.051891137665646236,0.0,0.30702933609885724,-0.08735143605259457,HOLD,2025-01-27,0.0365439048402829,AAPL,0.0,1.1608180964938792,1.06141919846355
-0.006360562,0.0,0.2236373045323365,-0.16606668020066495,0.5653054606173213,0.02748118942230171,0.0,0.3803268174075908,-0.0623247687703673,HOLD,2025-01-28,0.0046168562763757,AAPL,0.0,1.1608180964938792,1.0663196183518422
-0.0121403355,0.0,0.22137000617356162,-0.16606668020066495,0.5456987702038812,-0.19564985128872203,0.0,0.36301354868565644,-0.1704276353814923,HOLD,2025-01-29,-0.0073947849698703,AAPL,0.0,1.1608180964938792,1.0584344140649762
-0.011826298,0.0,0.2185002044656251,-0.16606668020066495,0.49697564912808917,-0.18352627686192335,0.0,0.3342322478545188,-0.15860958800186545,HOLD,2025-01-30,-0.0066921697648298,AAPL,0.0,1.1608180964938792,1.0513511912811153
-0.0087388195,0.0,0.2170800118398203,-0.16606668020066495,0.514704945412207,-0.06433262837761677,0.0,0.33778035558881775,-0.09972238530657195,HOLD,2025-01-31,-0.0338559340329636,AAPL,0.0,1.1608180964938792,1.0157567147036242
